                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.70437,                 0.9765,                 1.1082,                0.79353,                0.83673,                0.91457,                0.77152,                0.70257,                 1.0851,                0.94529,              0.0012087,              0.0012087,              0.0012087
                     12,                0.70491,                0.96488,                 1.1162,                0.94028,                   0.95,                0.97625,                0.85603,                 0.5912,                0.63736,                0.88861,              0.0012046,              0.0012046,              0.0012046
                     13,                0.69389,                0.96961,                 1.1008,                0.90939,                   0.95,                0.96167,                0.83481,                0.65741,                0.58644,                0.91106,              0.0012005,              0.0012005,              0.0012005
                     14,                0.66622,                0.99438,                 1.0919,                0.89935,                0.85533,                0.92119,                0.81497,                0.53853,                0.81948,                0.86273,              0.0011964,              0.0011964,              0.0011964
                     15,                0.65043,                0.93333,                 1.0901,                0.97923,                0.96037,                  0.995,                 0.8638,                0.60769,                0.65354,                0.89635,              0.0011922,              0.0011922,              0.0011922
                     16,                0.67295,                0.88811,                 1.0971,                0.93647,                0.85301,                0.98667,                0.89577,                 0.5474,                0.73628,                0.87345,              0.0011881,              0.0011881,              0.0011881
                     17,                 0.6568,                0.85348,                 1.0959,                0.75045,                0.86396,                0.95405,                0.85718,                0.52341,                0.97937,                 0.8716,               0.001184,               0.001184,               0.001184
                     18,                0.64746,                 0.8637,                 1.0951,                0.86784,                0.88352,                 0.9453,                0.82009,                0.58649,                0.90128,                0.90726,              0.0011799,              0.0011799,              0.0011799
                     19,                0.62901,                 0.8491,                 1.0833,                0.92364,                   0.95,                0.96792,                0.83164,                0.61785,                0.80448,                 0.9031,              0.0011757,              0.0011757,              0.0011757
                     20,                0.62122,                0.84873,                 1.0739,                0.97826,                0.96044,                  0.995,                0.83634,                0.56303,                0.66098,                0.85946,              0.0011716,              0.0011716,              0.0011716
                     21,                0.61531,                0.83505,                 1.0747,                0.92903,                 0.9523,                   0.97,                0.84079,                0.56604,                0.69634,                0.87838,              0.0011675,              0.0011675,              0.0011675
                     22,                0.61195,                0.79684,                 1.0776,                0.98193,                      1,                  0.995,                0.87153,                0.55511,                0.55397,                0.86282,              0.0011634,              0.0011634,              0.0011634
                     23,                0.61271,                0.79322,                 1.0785,                0.93655,                0.90897,                  0.995,                0.86512,                0.54693,                0.61858,                0.86267,              0.0011593,              0.0011593,              0.0011593
                     24,                0.59725,                0.79242,                 1.0736,                0.96778,                      1,                  0.995,                0.87928,                0.48125,                0.44698,                0.83846,              0.0011551,              0.0011551,              0.0011551
                     25,                0.59385,                0.78375,                 1.0554,                0.96158,                      1,                  0.995,                0.89412,                0.52275,                0.48047,                  0.859,               0.001151,               0.001151,               0.001151
                     26,                0.59207,                0.77668,                 1.0652,                0.98587,                      1,                  0.995,                0.88119,                0.54001,                0.47523,                0.86959,              0.0011469,              0.0011469,              0.0011469
                     27,                0.59562,                0.75894,                 1.0606,                0.96779,                      1,                  0.995,                0.89259,                0.51137,                0.46186,                0.83848,              0.0011428,              0.0011428,              0.0011428
                     28,                0.60957,                 0.7636,                 1.0689,                0.94011,                0.95463,                0.97833,                0.90231,                0.46867,                0.62488,                0.81089,              0.0011386,              0.0011386,              0.0011386
                     29,                0.58215,                0.74357,                 1.0653,                0.97725,                0.96297,                  0.995,                0.88634,                0.55413,                0.58567,                0.87811,              0.0011345,              0.0011345,              0.0011345
                     30,                0.59852,                0.73194,                  1.073,                0.98488,                0.96215,                  0.995,                0.87262,                0.51397,                0.45362,                0.85162,              0.0011304,              0.0011304,              0.0011304
                     31,                0.59303,                0.74126,                 1.0702,                0.96348,                      1,                  0.995,                0.89192,                0.54012,                0.52707,                0.88133,              0.0011263,              0.0011263,              0.0011263
                     32,                0.60742,                0.74242,                 1.0734,                0.94389,                0.95932,                0.97833,                0.85809,                0.57923,                0.61281,                0.88714,              0.0011221,              0.0011221,              0.0011221
                     33,                0.58223,                 0.7403,                 1.0617,                0.98134,                 0.9729,                  0.995,                0.89349,                0.54405,                0.43421,                0.86354,               0.001118,               0.001118,               0.001118
                     34,                0.60821,                0.73007,                 1.0708,                0.97328,                0.94495,                0.98667,                0.86484,                0.57135,                0.49696,                0.88128,              0.0011139,              0.0011139,              0.0011139
                     35,                0.59612,                0.73501,                 1.0646,                 0.9437,                0.96088,                  0.995,                0.88503,                0.53162,                0.53526,                0.86005,              0.0011098,              0.0011098,              0.0011098
                     36,                0.58362,                0.72343,                 1.0663,                0.96972,                      1,                  0.995,                0.87489,                0.51275,                0.44584,                0.87528,              0.0011056,              0.0011056,              0.0011056
                     37,                0.58179,                0.73393,                 1.0607,                0.98221,                  0.962,                  0.995,                0.83635,                0.68715,                0.56031,                0.96626,              0.0011015,              0.0011015,              0.0011015
                     38,                0.55421,                0.66798,                 1.0514,                0.97263,                      1,                  0.995,                0.83943,                0.64305,                0.47069,                0.95387,              0.0010974,              0.0010974,              0.0010974
                     39,                0.57698,                0.68419,                 1.0635,                0.97904,                      1,                  0.995,                0.89033,                0.49648,                 0.5307,                0.86408,              0.0010933,              0.0010933,              0.0010933
                     40,                0.53299,                  0.654,                 1.0361,                0.95038,                0.93897,                0.98071,                0.87124,                0.56519,                0.53251,                0.89776,              0.0010891,              0.0010891,              0.0010891
                     41,                0.57486,                0.66888,                 1.0576,                0.98469,                      1,                  0.995,                0.90217,                0.52123,                0.34931,                0.88656,               0.001085,               0.001085,               0.001085
                     42,                 0.5491,                0.65806,                 1.0477,                0.96482,                      1,                  0.995,                 0.9067,                0.46399,                0.37693,                0.86317,              0.0010809,              0.0010809,              0.0010809
                     43,                 0.5697,                 0.6418,                 1.0588,                 0.9815,                      1,                  0.995,                 0.8982,                0.51882,                0.38169,                0.86683,              0.0010768,              0.0010768,              0.0010768
                     44,                0.56162,                0.67253,                 1.0462,                0.96051,                0.97841,                  0.995,                0.86725,                0.58367,                0.49851,                0.90502,              0.0010726,              0.0010726,              0.0010726
                     45,                0.56822,                 0.6771,                 1.0549,                0.89647,                0.96371,                0.98667,                 0.8943,                0.48021,                 0.5613,                0.86204,              0.0010685,              0.0010685,              0.0010685
                     46,                0.56934,                0.65116,                 1.0607,                0.92275,                      1,                0.97833,                0.86286,                0.52929,                0.46472,                0.87938,              0.0010644,              0.0010644,              0.0010644
                     47,                0.55366,                0.63445,                 1.0569,                0.98739,                      1,                  0.995,                 0.9073,                0.44219,                0.41516,                 0.8353,              0.0010603,              0.0010603,              0.0010603
                     48,                0.53617,                 0.6245,                   1.05,                0.98744,                      1,                  0.995,                 0.9319,                0.45751,                0.36954,                0.84874,              0.0010561,              0.0010561,              0.0010561
                     49,                0.55433,                0.63475,                 1.0516,                0.90493,                0.98953,                  0.995,                0.89082,                0.60936,                0.44727,                0.91296,               0.001052,               0.001052,               0.001052
                     50,                0.54482,                0.66475,                 1.0497,                0.97081,                      1,                  0.995,                0.87023,                0.54928,                0.39188,                0.89581,              0.0010479,              0.0010479,              0.0010479
                     51,                0.55815,                0.64764,                 1.0563,                0.92961,                0.96406,                0.97833,                0.88127,                0.61096,                0.58295,                0.90933,              0.0010438,              0.0010438,              0.0010438
                     52,                0.53716,                0.62272,                  1.045,                0.97509,                0.96959,                  0.995,                0.92566,                0.50829,                0.45195,                0.88094,              0.0010396,              0.0010396,              0.0010396
                     53,                0.52009,                0.57178,                 1.0312,                0.98879,                      1,                  0.995,                0.89849,                0.49071,                 0.3769,                0.84598,              0.0010355,              0.0010355,              0.0010355
                     54,                0.51053,                0.59102,                 1.0258,                0.98541,                      1,                  0.995,                0.90645,                0.44672,                0.40734,                 0.8279,              0.0010314,              0.0010314,              0.0010314
                     55,                0.53644,                0.61168,                  1.056,                0.94107,                   0.95,                0.92854,                0.83559,                0.50695,                0.56136,                0.87945,              0.0010273,              0.0010273,              0.0010273
                     56,                0.51861,                0.62803,                 1.0454,                0.98164,                0.97361,                  0.995,                0.89335,                0.50487,                0.46825,                0.87886,              0.0010231,              0.0010231,              0.0010231
                     57,                0.52852,                0.60751,                 1.0448,                0.97258,                0.97497,                  0.995,                0.90925,                0.51758,                0.46077,                0.86439,               0.001019,               0.001019,               0.001019
                     58,                0.52645,                0.60725,                 1.0347,                0.98328,                      1,                  0.995,                0.92103,                0.44352,                0.42246,                 0.8251,              0.0010149,              0.0010149,              0.0010149
                     59,                0.52208,                0.58205,                 1.0347,                0.92226,                   0.95,                0.96167,                0.89628,                0.45365,                0.60679,                0.85196,              0.0010107,              0.0010107,              0.0010107
                     60,                0.50011,                0.55332,                 1.0226,                0.86821,                0.94324,                0.98071,                 0.9121,                0.45061,                0.59864,                0.83371,              0.0010066,              0.0010066,              0.0010066
                     61,                0.52433,                0.57417,                  1.039,                0.97044,                      1,                  0.995,                0.90009,                 0.4369,                0.43527,                0.83953,              0.0010025,              0.0010025,              0.0010025
                     62,                0.53188,                0.58965,                 1.0342,                0.98185,                0.96841,                  0.995,                0.91523,                0.42945,                0.35679,                0.81992,             0.00099837,             0.00099837,             0.00099837
                     63,                0.54495,                0.60237,                 1.0486,                0.97883,                      1,                  0.995,                0.89708,                0.46264,                0.43634,                0.84342,             0.00099425,             0.00099425,             0.00099425
                     64,                0.52584,                0.57442,                 1.0403,                0.98496,                0.95708,                  0.995,                0.89191,                0.51583,                0.44337,                 0.8955,             0.00099013,             0.00099013,             0.00099013
                     65,                0.52359,                0.57393,                 1.0336,                0.96673,                0.99048,                  0.995,                0.88746,                0.48929,                 0.4112,                0.85009,               0.000986,               0.000986,               0.000986
                     66,                0.51014,                0.54529,                 1.0276,                0.92098,                      1,                0.98667,                0.91749,                0.38806,                0.37348,                0.81836,             0.00098187,             0.00098187,             0.00098187
                     67,                0.49111,                0.54144,                 1.0333,                0.97403,                0.99734,                  0.995,                0.90158,                0.48967,                0.37328,                0.86811,             0.00097775,             0.00097775,             0.00097775
                     68,                0.51235,                0.57173,                 1.0402,                0.95929,                 0.9341,                0.98071,                0.88703,                0.45876,                0.46751,                0.84917,             0.00097362,             0.00097362,             0.00097362
                     69,                0.53223,                0.57218,                 1.0421,                0.97912,                      1,                  0.995,                0.90972,                0.47575,                0.36615,                0.85881,              0.0009695,              0.0009695,              0.0009695
                     70,                0.50914,                 0.5521,                 1.0213,                0.86355,                 0.9905,                0.98071,                0.89686,                0.51361,                0.43233,                0.89517,             0.00096537,             0.00096537,             0.00096537
                     71,                0.50486,                0.51614,                 1.0333,                0.97099,                0.99284,                  0.995,                0.86842,                0.54295,                0.46626,                0.88201,             0.00096125,             0.00096125,             0.00096125
                     72,                0.49937,                0.55978,                 1.0299,                0.94659,                   0.95,                0.96405,                0.92114,                0.40551,                0.46898,                0.82098,             0.00095712,             0.00095712,             0.00095712
                     73,                0.53011,                 0.5776,                 1.0459,                 0.9126,                0.90639,                0.96792,                0.87444,                0.48779,                0.67247,                0.84226,               0.000953,               0.000953,               0.000953
                     74,                0.50264,                 0.5559,                 1.0272,                0.98136,                0.91076,                  0.995,                0.88559,                0.54037,                0.46657,                0.90145,             0.00094887,             0.00094887,             0.00094887
                     75,                0.50789,                0.56622,                  1.039,                 0.9779,                      1,                  0.995,                 0.8946,                0.48191,                  0.392,                0.84547,             0.00094475,             0.00094475,             0.00094475
                     76,                0.51007,                0.55799,                 1.0417,                0.96092,                      1,                  0.995,                0.91201,                0.45237,                0.45659,                0.81442,             0.00094062,             0.00094062,             0.00094062
                     77,                0.47514,                0.51744,                 1.0123,                0.98255,                      1,                  0.995,                0.93609,                0.42781,                0.33534,                0.82803,              0.0009365,              0.0009365,              0.0009365
                     78,                0.49646,                0.55158,                 1.0372,                0.98982,                      1,                  0.995,                 0.9141,                 0.4332,                 0.3411,                 0.8439,             0.00093238,             0.00093238,             0.00093238
                     79,                0.50078,                0.52846,                 1.0334,                0.97102,                      1,                  0.995,                0.89704,                 0.5276,                0.39908,                0.88842,             0.00092825,             0.00092825,             0.00092825
                     80,                0.47718,                0.51557,                  1.023,                0.98995,                      1,                  0.995,                0.93828,                 0.4213,                0.39026,                0.82654,             0.00092413,             0.00092413,             0.00092413
                     81,                0.50094,                0.51792,                 1.0387,                0.98527,                      1,                  0.995,                0.93432,                0.46053,                0.47117,                0.84688,                0.00092,                0.00092,                0.00092
                     82,                 0.4966,                0.52288,                 1.0235,                0.98648,                      1,                  0.995,                0.90674,                 0.5103,                0.40217,                0.87713,             0.00091588,             0.00091588,             0.00091588
                     83,                 0.5025,                0.51629,                 1.0297,                0.98823,                0.95798,                  0.995,                0.90485,                0.50731,                0.40277,                0.86375,             0.00091175,             0.00091175,             0.00091175
                     84,                0.47369,                 0.5063,                 1.0164,                0.98624,                      1,                  0.995,                0.88596,                 0.5027,                0.51205,                0.86548,             0.00090763,             0.00090763,             0.00090763
                     85,                0.49034,                0.53551,                 1.0326,                 0.9887,                      1,                  0.995,                0.90995,                0.46361,                0.41636,                0.84137,              0.0009035,              0.0009035,              0.0009035
                     86,                0.49247,                0.50958,                  1.029,                0.98454,                      1,                  0.995,                0.90558,                0.44716,                0.43566,                0.86139,             0.00089938,             0.00089938,             0.00089938
                     87,                0.49485,                0.52386,                 1.0263,                0.98854,                      1,                  0.995,                0.92189,                0.43329,                 0.4528,                0.84851,             0.00089525,             0.00089525,             0.00089525
                     88,                0.49922,                0.51185,                 1.0263,                0.97939,                      1,                  0.995,                 0.9179,                0.43541,                0.41001,                0.84949,             0.00089112,             0.00089112,             0.00089112
                     89,                0.49074,                0.50676,                 1.0182,                0.98094,                      1,                  0.995,                0.92353,                0.41914,                0.37883,                 0.8401,               0.000887,               0.000887,               0.000887
                     90,                0.48141,                0.51154,                 1.0239,                0.98919,                      1,                  0.995,                 0.9089,                0.45534,                0.42941,                0.83028,             0.00088288,             0.00088288,             0.00088288
                     91,                0.48963,                0.51232,                 1.0207,                0.95418,                      1,                  0.995,                0.90921,                0.46248,                0.46422,                0.84093,             0.00087875,             0.00087875,             0.00087875
                     92,                 0.4755,                0.49756,                 1.0207,                0.97889,                      1,                  0.995,                0.93399,                0.42091,                0.43759,                 0.8262,             0.00087462,             0.00087462,             0.00087462
                     93,                0.48212,                0.50875,                  1.026,                0.91894,                      1,                  0.995,                0.92054,                0.45468,                0.40548,                0.82747,              0.0008705,              0.0008705,              0.0008705
                     94,                0.49238,                0.50488,                 1.0248,                0.97395,                0.95593,                  0.995,                0.91637,                 0.4545,                0.49511,                0.82571,             0.00086637,             0.00086637,             0.00086637
                     95,                0.48456,                0.50457,                 1.0182,                0.97677,                0.95425,                  0.995,                0.94013,                0.43242,                0.44524,                0.83104,             0.00086225,             0.00086225,             0.00086225
                     96,                0.47958,                0.50605,                 1.0164,                0.97365,                      1,                  0.995,                0.92565,                0.43329,                0.45618,                0.83597,             0.00085813,             0.00085813,             0.00085813
                     97,                 0.4839,                 0.4862,                 1.0231,                0.97789,                      1,                  0.995,                0.91691,                 0.4575,                0.40905,                0.83725,               0.000854,               0.000854,               0.000854
                     98,                 0.4676,                0.50538,                 1.0164,                0.97069,                      1,                  0.995,                0.89965,                0.44913,                0.45415,                0.85224,             0.00084988,             0.00084988,             0.00084988
                     99,                0.47944,                0.47512,                 1.0142,                0.99011,                      1,                  0.995,                0.88574,                0.46609,                0.50672,                0.87871,             0.00084575,             0.00084575,             0.00084575
                    100,                0.47156,                0.48722,                 1.0208,                0.97425,                      1,                  0.995,                0.88551,                0.52113,                0.47038,                0.87656,             0.00084162,             0.00084162,             0.00084162
                    101,                0.47843,                0.48658,                 1.0193,                0.95128,                      1,                  0.995,                0.89644,                0.49171,                0.42028,                0.85705,              0.0008375,              0.0008375,              0.0008375
                    102,                0.48744,                0.47852,                  1.013,                0.98889,                      1,                  0.995,                0.93501,                0.40245,                0.39885,                0.83049,             0.00083337,             0.00083337,             0.00083337
                    103,                0.46133,                0.51318,                  1.012,                0.89818,                      1,                  0.995,                0.91426,                0.46369,                0.48858,                 0.8709,             0.00082925,             0.00082925,             0.00082925
                    104,                 0.4678,                0.46653,                 1.0157,                0.97279,                      1,                  0.995,                0.89285,                0.49201,                0.41628,                0.90791,             0.00082513,             0.00082513,             0.00082513
                    105,                0.45866,                 0.4714,                 1.0087,                0.98727,                      1,                  0.995,                 0.9223,                0.45074,                 0.4309,                0.84139,               0.000821,               0.000821,               0.000821
                    106,                0.47596,                0.49196,                  1.018,                0.91264,                      1,                0.96643,                0.88889,                0.43277,                0.43434,                0.81355,             0.00081688,             0.00081688,             0.00081688
                    107,                0.46488,                0.48379,                  1.013,                0.89451,                      1,                  0.995,                0.91211,                0.42311,                0.52053,                0.81512,             0.00081275,             0.00081275,             0.00081275
                    108,                0.47204,                0.47419,                 1.0117,                0.90138,                      1,                  0.995,                0.90754,                0.47014,                 0.4802,                0.84285,             0.00080863,             0.00080863,             0.00080863
                    109,                0.45855,                0.46735,                 1.0099,                0.91904,                      1,                  0.995,                0.93173,                0.42937,                0.46731,                0.82277,              0.0008045,              0.0008045,              0.0008045
                    110,                0.46291,                 0.4933,                 1.0091,                0.93605,                0.99553,                  0.995,                0.92314,                 0.4112,                0.55143,                0.81072,             0.00080038,             0.00080038,             0.00080038
                    111,                0.46139,                 0.4736,                 1.0067,                0.98663,                      1,                  0.995,                0.93166,                0.46756,                0.47781,                0.84661,             0.00079625,             0.00079625,             0.00079625
                    112,                0.46687,                0.47366,                  1.017,                0.98869,                      1,                  0.995,                0.92963,                 0.4496,                 0.4135,                0.84251,             0.00079213,             0.00079213,             0.00079213
                    113,                0.46552,                0.49802,                 1.0218,                0.91859,                      1,                0.98667,                0.90606,                0.47049,                0.41103,                0.85599,               0.000788,               0.000788,               0.000788
                    114,                0.45061,                0.46363,                 1.0099,                0.89773,                0.97001,                0.98071,                0.88437,                0.48352,                0.52478,                0.87175,             0.00078387,             0.00078387,             0.00078387
                    115,                0.44839,                0.49325,                 1.0037,                0.93247,                   0.95,                0.98667,                 0.9346,                0.39931,                0.44253,                0.82017,             0.00077975,             0.00077975,             0.00077975
                    116,                 0.4633,                0.46241,                  1.014,                0.93431,                      1,                0.98667,                0.89695,                0.42717,                0.43607,                0.82273,             0.00077563,             0.00077563,             0.00077563
                    117,                0.45061,                0.45591,                 1.0175,                0.91776,                      1,                  0.995,                0.89607,                0.45255,                0.46165,                0.82508,              0.0007715,              0.0007715,              0.0007715
                    118,                0.46771,                0.45971,                 1.0177,                0.87078,                      1,                0.98071,                 0.8971,                0.45951,                0.41676,                0.82923,             0.00076738,             0.00076738,             0.00076738
                    119,                0.43418,                0.42975,                 1.0069,                0.97763,                      1,                  0.995,                 0.9081,                0.44771,                0.42035,                0.84512,             0.00076325,             0.00076325,             0.00076325
                    120,                0.44731,                0.45613,                 1.0127,                0.98771,                      1,                  0.995,                0.90212,                0.46168,                0.44517,                0.84968,             0.00075912,             0.00075912,             0.00075912
                    121,                 0.4367,                0.45468,                 1.0055,                0.98684,                      1,                  0.995,                0.91286,                0.39122,                0.37474,                0.81401,               0.000755,               0.000755,               0.000755
                    122,                0.43385,                0.45914,                 1.0096,                0.98752,                      1,                  0.995,                0.95692,                0.34637,                0.38357,                0.79429,             0.00075088,             0.00075088,             0.00075088
                    123,                0.43985,                0.45985,                 1.0031,                0.98423,                      1,                  0.995,                0.94073,                0.39063,                0.39122,                0.82005,             0.00074675,             0.00074675,             0.00074675
                    124,                0.44943,                0.44453,                0.99951,                0.91101,                      1,                  0.995,                0.93525,                0.39454,                0.40763,                0.82382,             0.00074263,             0.00074263,             0.00074263
                    125,                0.43336,                0.43875,                 1.0001,                 0.9049,                      1,                0.97833,                0.91418,                0.39932,                0.41903,                0.81433,              0.0007385,              0.0007385,              0.0007385
                    126,                0.44061,                0.44187,                 1.0112,                0.93273,                0.99438,                  0.995,                0.92639,                0.40313,                0.41692,                0.82265,             0.00073437,             0.00073437,             0.00073437
                    127,                0.42276,                 0.4233,                 1.0052,                0.83661,                      1,                0.98667,                0.92585,                0.41336,                0.43936,                0.81949,             0.00073025,             0.00073025,             0.00073025
                    128,                0.44754,                0.44185,                 1.0167,                0.82918,                      1,                0.97238,                0.92998,                0.38913,                 0.4744,                0.81786,             0.00072612,             0.00072612,             0.00072612
                    129,                0.45477,                0.43904,                 1.0119,                0.90619,                      1,                0.98667,                 0.9334,                0.39417,                0.39903,                0.81727,               0.000722,               0.000722,               0.000722
                    130,                0.45083,                0.43951,                 1.0134,                0.94946,                      1,                  0.995,                0.94175,                0.40131,                0.37206,                0.82387,             0.00071788,             0.00071788,             0.00071788
                    131,                0.43281,                0.42845,                  1.003,                0.98754,                      1,                  0.995,                0.93638,                0.39055,                0.38593,                0.82272,             0.00071375,             0.00071375,             0.00071375
                    132,                0.43917,                0.45264,                 1.0224,                0.96782,                 0.9922,                  0.995,                0.92432,                0.42945,                0.43584,                0.83874,             0.00070962,             0.00070962,             0.00070962
                    133,                 0.4368,                0.43503,                 1.0034,                0.98907,                      1,                  0.995,                0.91585,                0.41875,                0.44953,                 0.8375,              0.0007055,              0.0007055,              0.0007055
                    134,                 0.4379,                0.43293,                 1.0102,                0.98705,                      1,                  0.995,                0.91297,                0.43703,                0.39129,                0.84457,             0.00070137,             0.00070137,             0.00070137
                    135,                0.44341,                0.45421,                 1.0034,                 0.8915,                      1,                  0.995,                0.89943,                 0.4797,                0.42129,                 0.8543,             0.00069725,             0.00069725,             0.00069725
                    136,                0.44232,                0.44169,                 1.0035,                0.91124,                0.96449,                  0.995,                0.92619,                0.43294,                0.45473,                0.82495,             0.00069313,             0.00069313,             0.00069313
                    137,                0.45185,                0.44634,                  1.013,                0.89544,                      1,                  0.995,                0.89704,                0.48742,                0.47813,                0.83821,               0.000689,               0.000689,               0.000689
                    138,                0.43052,                0.42698,                 0.9964,                0.91062,                      1,                  0.995,                0.91203,                0.46391,                 0.4043,                0.84171,             0.00068488,             0.00068488,             0.00068488
                    139,                0.43656,                 0.4344,                 1.0047,                0.90277,                0.99892,                  0.995,                0.92727,                0.38962,                0.38363,                0.82272,             0.00068075,             0.00068075,             0.00068075
                    140,                0.43291,                0.42959,                 1.0027,                0.89609,                      1,                  0.995,                0.91903,                0.40423,                0.43137,                0.82265,             0.00067663,             0.00067663,             0.00067663
                    141,                0.43153,                0.41457,                0.99358,                0.90422,                      1,                0.98071,                0.90622,                0.38816,                0.40851,                0.82051,              0.0006725,              0.0006725,              0.0006725
                    142,                0.42471,                0.43162,                 0.9921,                0.94225,                0.99032,                  0.995,                0.90581,                0.42633,                0.39168,                0.83643,             0.00066838,             0.00066838,             0.00066838
                    143,                0.43397,                0.42103,                 1.0078,                0.90436,                0.98012,                  0.995,                0.92431,                0.43613,                 0.4695,                0.83843,             0.00066425,             0.00066425,             0.00066425
                    144,                0.41346,                0.41277,                0.99428,                0.92908,                0.97031,                  0.995,                0.90803,                0.45198,                0.46475,                0.84343,             0.00066013,             0.00066013,             0.00066013
                    145,                0.41604,                0.42566,                0.99326,                0.89768,                      1,                  0.995,                0.92198,                0.43801,                0.46523,                0.83517,               0.000656,               0.000656,               0.000656
                    146,                0.41573,                0.42434,                 1.0028,                0.90246,                0.97064,                0.98667,                 0.9013,                0.46738,                0.49131,                0.83382,             0.00065188,             0.00065188,             0.00065188
                    147,                0.40541,                0.40475,                0.99053,                0.97306,                      1,                  0.995,                0.92674,                0.44155,                0.48028,                0.82772,             0.00064775,             0.00064775,             0.00064775
                    148,                 0.4309,                 0.4237,                 1.0029,                0.97839,                      1,                  0.995,                0.91233,                0.42695,                0.36944,                0.82246,             0.00064362,             0.00064362,             0.00064362
                    149,                0.42683,                0.42538,                0.99862,                0.97158,                0.98023,                  0.995,                 0.9225,                0.42457,                0.41156,                0.83427,              0.0006395,              0.0006395,              0.0006395
                    150,                0.41644,                0.40362,                0.99016,                0.85484,                      1,                0.98667,                 0.9266,                0.42594,                 0.4786,                0.83242,             0.00063538,             0.00063538,             0.00063538
                    151,                0.41672,                 0.4211,                 1.0017,                 0.9888,                      1,                  0.995,                0.96432,                0.37568,                0.45049,                0.81696,             0.00063125,             0.00063125,             0.00063125
                    152,                 0.4228,                 0.4353,                0.99849,                0.96972,                      1,                  0.995,                0.94384,                0.38651,                0.42057,                 0.8175,             0.00062713,             0.00062713,             0.00062713
                    153,                0.41823,                 0.4279,                0.99455,                0.94725,                      1,                  0.995,                0.93881,                0.38463,                0.38489,                0.80838,               0.000623,               0.000623,               0.000623
                    154,                0.42903,                0.42538,                0.99436,                0.95453,                      1,                  0.995,                0.95659,                0.37576,                0.34238,                0.80222,             0.00061887,             0.00061887,             0.00061887
                    155,                0.42666,                0.43418,                 1.0041,                0.95172,                      1,                  0.995,                0.91575,                0.45868,                0.40478,                0.82849,             0.00061475,             0.00061475,             0.00061475
                    156,                0.42252,                0.41898,                 1.0048,                0.94775,                      1,                  0.995,                0.94279,                0.44614,                0.34644,                0.82667,             0.00061062,             0.00061062,             0.00061062
                    157,                0.41154,                0.40446,                0.99439,                0.92915,                      1,                  0.995,                0.93358,                0.45129,                0.40893,                0.84269,              0.0006065,              0.0006065,              0.0006065
                    158,                 0.4183,                0.40122,                0.99843,                0.93112,                      1,                  0.995,                 0.9459,                 0.4387,                0.47889,                0.83589,             0.00060238,             0.00060238,             0.00060238
                    159,                0.43076,                0.41575,                 1.0092,                0.96404,                      1,                  0.995,                0.94342,                0.44135,                0.40122,                0.84532,             0.00059825,             0.00059825,             0.00059825
                    160,                0.42857,                0.40061,                 1.0052,                 0.9875,                      1,                  0.995,                0.92663,                0.41902,                0.37117,                0.83846,             0.00059413,             0.00059413,             0.00059413
                    161,                0.42621,                0.40513,                 1.0042,                0.93858,                      1,                  0.995,                0.94495,                0.41934,                0.36359,                0.82551,                0.00059,                0.00059,                0.00059
