                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.69442,                0.93785,                 1.0401,                0.93929,                 0.9098,                0.95958,                0.81809,                0.59267,                0.66136,                0.87038,              0.0009035,              0.0009035,              0.0009035
                     16,                0.70902,                0.95458,                 1.0448,                0.64841,                   0.95,                   0.97,                0.81053,                0.55582,                0.98052,                0.86393,             0.00087875,             0.00087875,             0.00087875
                     17,                0.71642,                0.95813,                 1.0526,                0.87297,                0.90291,                0.97071,                0.81979,                0.55877,                0.80648,                0.87566,               0.000854,               0.000854,               0.000854
                     18,                0.69097,                0.92406,                 1.0522,                0.93572,                0.99318,                  0.995,                0.85233,                 0.5846,                0.50983,                0.87946,             0.00082925,             0.00082925,             0.00082925
                     19,                0.65806,                 0.9094,                 1.0375,                0.81231,                0.85145,                0.96278,                0.78472,                0.69432,                0.91523,                0.92756,              0.0008045,              0.0008045,              0.0008045
                     20,                0.68065,                0.88275,                 1.0286,                0.88997,                0.87083,                0.98667,                0.88445,                0.56955,                0.72433,                0.85686,             0.00077975,             0.00077975,             0.00077975
                     21,                0.64328,                0.82935,                 1.0345,                0.98699,                      1,                  0.995,                0.88648,                0.53443,                0.61967,                 0.8689,               0.000755,               0.000755,               0.000755
                     22,                0.65643,                 0.7732,                 1.0189,                0.97945,                0.99729,                  0.995,                0.85447,                 0.5824,                0.53204,                0.88621,             0.00073025,             0.00073025,             0.00073025
                     23,                0.66323,                0.82639,                 1.0358,                0.96746,                      1,                  0.995,                0.87398,                0.56155,                0.53058,                0.87079,              0.0007055,              0.0007055,              0.0007055
                     24,                0.62435,                0.78845,                 1.0243,                0.98315,                0.99572,                  0.995,                0.87927,                0.53245,                0.50257,                 0.8515,             0.00068075,             0.00068075,             0.00068075
                     25,                0.64062,                 0.8138,                 1.0103,                0.97182,                      1,                  0.995,                0.87212,                0.56424,                0.50139,                 0.8794,               0.000656,               0.000656,               0.000656
                     26,                0.64403,                0.79311,                 1.0223,                 0.9649,                0.98003,                  0.995,                0.86797,                0.54037,                0.51284,                0.86075,             0.00063125,             0.00063125,             0.00063125
                     27,                0.62479,                0.77141,                 1.0202,                0.97111,                      1,                  0.995,                0.92997,                0.44758,                0.54714,                 0.7802,              0.0006065,              0.0006065,              0.0006065
                     28,                0.61914,                0.76156,                 1.0302,                0.97472,                      1,                  0.995,                 0.9118,                0.49209,                0.47488,                0.83315,             0.00058175,             0.00058175,             0.00058175
                     29,                0.59227,                0.75175,                 1.0156,                0.98737,                0.95541,                  0.995,                0.90341,                0.49365,                0.48932,                0.85788,               0.000557,               0.000557,               0.000557
                     30,                0.61944,                0.74334,                 1.0216,                0.98485,                0.95843,                  0.995,                 0.8932,                0.47891,                0.43213,                0.81599,             0.00053225,             0.00053225,             0.00053225
                     31,                0.60499,                0.74614,                 1.0227,                0.94905,                0.99465,                  0.995,                0.90001,                0.52266,                0.48646,                0.87472,              0.0005075,              0.0005075,              0.0005075
                     32,                0.62489,                0.73175,                 1.0225,                0.97779,                      1,                  0.995,                0.90438,                0.46572,                0.45762,                0.83546,             0.00048275,             0.00048275,             0.00048275
                     33,                0.58526,                0.71232,                0.99955,                0.98785,                      1,                  0.995,                0.90924,                0.50152,                0.40747,                0.84637,               0.000458,               0.000458,               0.000458
                     34,                0.59752,                0.72084,                 1.0117,                0.97698,                      1,                  0.995,                0.90028,                 0.5155,                0.40437,                0.86501,             0.00043325,             0.00043325,             0.00043325
                     35,                0.61581,                0.70845,                0.99998,                0.97506,                0.95732,                  0.995,                0.91413,                0.46052,                 0.4415,                0.82229,              0.0004085,              0.0004085,              0.0004085
                     36,                0.59454,                0.69732,                 1.0152,                0.96147,                      1,                  0.995,                0.89741,                0.49836,                0.41325,                0.85744,             0.00038375,             0.00038375,             0.00038375
                     37,                0.57645,                0.69186,                 1.0131,                0.98637,                      1,                  0.995,                0.92037,                0.42513,                0.35982,                0.82991,               0.000359,               0.000359,               0.000359
                     38,                0.58192,                0.67474,                0.99366,                 0.9863,                      1,                  0.995,                0.90165,                 0.4906,                0.39008,                0.85212,             0.00033425,             0.00033425,             0.00033425
                     39,                0.55981,                0.65319,                 1.0111,                0.98184,                      1,                  0.995,                0.90332,                0.48034,                0.42297,                0.85405,              0.0003095,              0.0003095,              0.0003095
                     40,                0.54653,                0.62265,                0.98898,                0.98861,                      1,                  0.995,                0.92314,                0.44636,                0.41892,                0.83832,             0.00028475,             0.00028475,             0.00028475
                     41,                0.37617,                0.66996,                0.98623,                0.94718,                   0.95,                0.98667,                 0.8956,                0.47039,                0.43278,                0.85626,                0.00026,                0.00026,                0.00026
                     42,                0.30183,                0.43137,                0.96897,                0.97445,                0.96329,                  0.995,                0.90676,                0.46638,                0.45678,                0.86622,             0.00023525,             0.00023525,             0.00023525
                     43,                 0.2768,                0.41147,                0.95648,                0.98083,                0.97486,                  0.995,                0.88729,                0.47886,                0.40958,                0.85363,              0.0002105,              0.0002105,              0.0002105
                     44,                0.27252,                0.41831,                0.94298,                 0.9474,                      1,                  0.995,                0.91021,                0.43898,                0.45675,                0.83357,             0.00018575,             0.00018575,             0.00018575
                     45,                0.28986,                0.36944,                0.95963,                0.95278,                0.99063,                  0.995,                0.89194,                0.42595,                  0.469,                0.84434,               0.000161,               0.000161,               0.000161
                     46,                0.25824,                0.34329,                0.94433,                0.98605,                      1,                  0.995,                  0.901,                0.39752,                0.45401,                0.82831,             0.00013625,             0.00013625,             0.00013625
                     47,                0.25219,                0.33442,                0.94011,                0.98483,                      1,                  0.995,                0.90686,                0.40578,                0.41068,                0.83111,              0.0001115,              0.0001115,              0.0001115
                     48,                0.27582,                 0.3091,                0.94783,                 0.9756,                0.99677,                  0.995,                0.90063,                0.39645,                0.40429,                0.82822,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                0.23408,                0.30593,                0.94613,                0.98733,                      1,                  0.995,                0.90142,                  0.403,                0.41518,                0.82614,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                0.24296,                0.30049,                0.94128,                 0.9866,                      1,                  0.995,                0.90647,                0.39335,                 0.4328,                0.82172,              3.725e-05,              3.725e-05,              3.725e-05
