                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                0.53401,                0.57181,                 1.0508,                0.98976,                      1,                  0.995,                0.90994,                    nan,                    nan,                    nan,              0.0010564,              0.0010564,              0.0010564
                     39,                0.53256,                0.57518,                 1.0273,                0.87351,                0.99359,                  0.995,                0.90897,                    nan,                    nan,                    nan,              0.0010399,              0.0010399,              0.0010399
                     40,                0.53358,                0.56822,                  1.038,                0.89736,                0.99518,                  0.995,                0.97904,                    nan,                    nan,                    nan,              0.0010234,              0.0010234,              0.0010234
                     41,                0.55429,                0.60738,                 1.0528,                0.86085,                0.99082,                  0.995,                0.91228,                    nan,                    nan,                    nan,              0.0010069,              0.0010069,              0.0010069
                     42,                0.55699,                 0.5793,                 1.0685,                0.88506,                0.99214,                  0.995,                0.94326,                    nan,                    nan,                    nan,             0.00099036,             0.00099036,             0.00099036
                     43,                0.52471,                0.56037,                 1.0279,                0.98637,                      1,                  0.995,                0.95771,                    nan,                    nan,                    nan,             0.00097386,             0.00097386,             0.00097386
                     44,                0.51453,                 0.5541,                 1.0444,                 0.9865,                      1,                  0.995,                0.96915,                    nan,                    nan,                    nan,             0.00095736,             0.00095736,             0.00095736
                     45,                0.49101,                0.55547,                 1.0284,                0.98701,                      1,                  0.995,                0.97313,                    nan,                    nan,                    nan,             0.00094085,             0.00094085,             0.00094085
                     46,                0.51293,                0.53286,                 1.0417,                0.98614,                      1,                  0.995,                0.93785,                    nan,                    nan,                    nan,             0.00092435,             0.00092435,             0.00092435
                     47,                0.54358,                0.55305,                 1.0448,                0.98835,                      1,                  0.995,                0.96177,                    nan,                    nan,                    nan,             0.00090785,             0.00090785,             0.00090785
                     48,                0.49915,                0.53025,                  1.021,                0.97286,                      1,                  0.995,                0.96316,                    nan,                    nan,                    nan,             0.00089134,             0.00089134,             0.00089134
                     49,                0.50098,                0.59244,                 1.0321,                0.86247,                0.95877,                  0.995,                0.93686,                    nan,                    nan,                    nan,             0.00087484,             0.00087484,             0.00087484
                     50,                0.49342,                0.53102,                 1.0311,                 0.9318,                0.90487,                  0.995,                0.90649,                    nan,                    nan,                    nan,             0.00085834,             0.00085834,             0.00085834
                     51,                0.50598,                0.53608,                   1.03,                0.91488,                0.99145,                  0.995,                0.92242,                    nan,                    nan,                    nan,             0.00084184,             0.00084184,             0.00084184
                     52,                0.48291,                0.48116,                 1.0315,                0.96984,                      1,                  0.995,                0.94131,                    nan,                    nan,                    nan,             0.00082533,             0.00082533,             0.00082533
                     53,                0.48297,                0.54188,                  1.032,                0.98797,                      1,                  0.995,                0.95118,                    nan,                    nan,                    nan,             0.00080883,             0.00080883,             0.00080883
                     54,                0.50877,                0.54991,                 1.0328,                0.99002,                      1,                  0.995,                0.92733,                    nan,                    nan,                    nan,             0.00079233,             0.00079233,             0.00079233
                     55,                0.50303,                 0.5365,                 1.0381,                0.97953,                      1,                  0.995,                0.96521,                    nan,                    nan,                    nan,             0.00077582,             0.00077582,             0.00077582
                     56,                0.50341,                0.53577,                 1.0367,                0.95427,                0.99631,                  0.995,                 0.9552,                    nan,                    nan,                    nan,             0.00075932,             0.00075932,             0.00075932
                     57,                0.45423,                0.52236,                 1.0117,                 0.8777,                0.99404,                  0.995,                0.96118,                    nan,                    nan,                    nan,             0.00074282,             0.00074282,             0.00074282
                     58,                0.46624,                0.55524,                 1.0146,                 0.8784,                0.99424,                  0.995,                0.95374,                    nan,                    nan,                    nan,             0.00072631,             0.00072631,             0.00072631
                     59,                0.47946,                0.50197,                 1.0125,                0.96208,                 0.9948,                  0.995,                0.93827,                    nan,                    nan,                    nan,             0.00070981,             0.00070981,             0.00070981
                     60,                0.49415,                0.51321,                 1.0219,                0.98855,                      1,                  0.995,                0.97114,                    nan,                    nan,                    nan,             0.00069331,             0.00069331,             0.00069331
                     61,                0.48716,                0.50273,                 1.0268,                 0.9831,                      1,                  0.995,                0.95324,                    nan,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                     62,                0.44789,                0.47124,                 1.0114,                0.96545,                0.90663,                  0.995,                0.96512,                    nan,                    nan,                    nan,              0.0006603,              0.0006603,              0.0006603
                     63,                0.48727,                 0.4988,                 1.0275,                0.96366,                0.90782,                  0.995,                0.94382,                    nan,                    nan,                    nan,              0.0006438,              0.0006438,              0.0006438
                     64,                0.44039,                0.48013,                 1.0061,                0.98451,                      1,                  0.995,                0.95116,                    nan,                    nan,                    nan,             0.00062729,             0.00062729,             0.00062729
                     65,                 0.4555,                0.46257,                 1.0075,                0.99039,                      1,                  0.995,                0.94118,                    nan,                    nan,                    nan,             0.00061079,             0.00061079,             0.00061079
                     66,                0.45388,                0.47186,                 1.0204,                 0.9896,                      1,                  0.995,                0.93116,                    nan,                    nan,                    nan,             0.00059429,             0.00059429,             0.00059429
                     67,                0.45929,                 0.4694,                 1.0123,                0.98539,                      1,                  0.995,                0.96119,                    nan,                    nan,                    nan,             0.00057778,             0.00057778,             0.00057778
                     68,                0.43922,                0.46822,                0.99824,                0.98523,                      1,                  0.995,                0.97119,                    nan,                    nan,                    nan,             0.00056128,             0.00056128,             0.00056128
                     69,                0.45448,                0.48008,                 1.0201,                0.98946,                      1,                  0.995,                0.96123,                    nan,                    nan,                    nan,             0.00054478,             0.00054478,             0.00054478
                     70,                0.43288,                0.52218,                  1.016,                0.95926,                0.99589,                  0.995,                0.95131,                    nan,                    nan,                    nan,             0.00052827,             0.00052827,             0.00052827
                     71,                0.44436,                0.46993,                 1.0247,                0.98538,                      1,                  0.995,                0.94623,                    nan,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     72,                 0.4363,                0.45379,                 1.0072,                0.99023,                      1,                  0.995,                0.97264,                    nan,                    nan,                    nan,             0.00049527,             0.00049527,             0.00049527
                     73,                0.43156,                0.45889,                 1.0127,                 0.9825,                      1,                  0.995,                 0.9567,                    nan,                    nan,                    nan,             0.00047876,             0.00047876,             0.00047876
                     74,                0.42234,                0.43319,                0.99342,                0.97528,                 0.9065,                  0.995,                0.94793,                    nan,                    nan,                    nan,             0.00046226,             0.00046226,             0.00046226
                     75,                0.43486,                0.44276,                 1.0025,                0.97831,                0.90852,                  0.995,                0.97117,                    nan,                    nan,                    nan,             0.00044576,             0.00044576,             0.00044576
                     76,                0.43786,                0.42979,                 1.0275,                0.94884,                0.99283,                  0.995,                0.94024,                    nan,                    nan,                    nan,             0.00042925,             0.00042925,             0.00042925
                     77,                0.40775,                 0.4166,                0.99562,                0.97436,                      1,                  0.995,                0.94779,                    nan,                    nan,                    nan,             0.00041275,             0.00041275,             0.00041275
                     78,                0.44992,                0.43508,                 1.0138,                  0.991,                      1,                  0.995,                0.94662,                    nan,                    nan,                    nan,             0.00039625,             0.00039625,             0.00039625
                     79,                0.43624,                0.43823,                 1.0136,                0.98963,                      1,                  0.995,                0.95529,                    nan,                    nan,                    nan,             0.00037974,             0.00037974,             0.00037974
                     80,                0.40447,                0.43679,                 0.9975,                0.98618,                      1,                  0.995,                0.97719,                    nan,                    nan,                    nan,             0.00036324,             0.00036324,             0.00036324
                     81,                0.39554,                0.44164,                 1.0127,                0.98597,                      1,                  0.995,                0.98111,                    nan,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
                     82,                0.41897,                0.40382,                 1.0122,                0.98489,                      1,                  0.995,                0.97715,                    nan,                    nan,                    nan,             0.00033023,             0.00033023,             0.00033023
                     83,                0.38762,                0.40509,                 0.9875,                0.98516,                      1,                  0.995,                0.96124,                    nan,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                     84,                 0.4071,                0.40014,                 1.0019,                0.98851,                      1,                  0.995,                 0.9323,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     85,                0.39904,                0.41186,                0.99124,                0.99021,                      1,                  0.995,                0.96321,                    nan,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                     86,                0.38007,                0.37702,                0.98314,                 0.9907,                      1,                  0.995,                0.95326,                    nan,                    nan,                    nan,             0.00026422,             0.00026422,             0.00026422
                     87,                0.38705,                0.40048,                0.99423,                0.99005,                      1,                  0.995,                0.96075,                    nan,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                     88,                 0.3842,                0.40342,                0.98175,                0.99049,                      1,                  0.995,                0.95824,                    nan,                    nan,                    nan,             0.00023121,             0.00023121,             0.00023121
                     89,                0.39723,                0.41185,                 1.0002,                0.99095,                      1,                  0.995,                0.96323,                    nan,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                     90,                0.41011,                 0.4073,                  1.008,                0.98832,                      1,                  0.995,                 0.9732,                    nan,                    nan,                    nan,             0.00019821,             0.00019821,             0.00019821
                     91,                0.21264,                0.36424,                 0.9199,                0.98178,                      1,                  0.995,                0.97114,                    nan,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                     92,                0.18859,                0.25529,                0.90767,                0.98218,                      1,                  0.995,                 0.9711,                    nan,                    nan,                    nan,              0.0001652,              0.0001652,              0.0001652
                     93,                0.18396,                0.23988,                0.92022,                0.98185,                      1,                  0.995,                0.95711,                    nan,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                     94,                0.17073,                0.21521,                0.90818,                0.97909,                      1,                  0.995,                0.93826,                    nan,                    nan,                    nan,             0.00013219,             0.00013219,             0.00013219
                     95,                0.18402,                0.20928,                0.90777,                0.98267,                      1,                  0.995,                0.95615,                    nan,                    nan,                    nan,             0.00011569,             0.00011569,             0.00011569
                     96,                0.16646,                0.19876,                0.89478,                0.98428,                      1,                  0.995,                0.95616,                    nan,                    nan,                    nan,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.15895,                0.19627,                0.90272,                0.98794,                      1,                  0.995,                0.95618,                    nan,                    nan,                    nan,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.18439,                0.20254,                0.93215,                0.98803,                      1,                  0.995,                 0.9562,                    nan,                    nan,                    nan,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 0.1609,                 0.1929,                0.91381,                0.98849,                      1,                  0.995,                 0.9562,                    nan,                    nan,                    nan,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.16497,                0.19723,                0.90672,                0.98911,                      1,                  0.995,                0.95621,                    nan,                    nan,                    nan,             3.3173e-05,             3.3173e-05,             3.3173e-05
